row_id,date,portfolio_id,ticker,sector,asset_class,investment_style,benchmark,currency,market_regime,goal_type,risk_tolerance,investment_horizon_yr,target_annual_return_pct,goal_progress_pct,price_close,avg_cost_basis,shares_held,position_value,unrealized_pnl,unrealized_pnl_pct,portfolio_value,allocation_pct,target_allocation_pct,allocation_drift_pct,cash_pct,pe_ratio,pb_ratio,dividend_yield_pct,revenue_growth_pct,eps_growth_pct,debt_to_equity,free_cash_flow_B,esg_total_score,rsi_14,macd,macd_signal,sma_50,sma_200,momentum_3m_pct,beta,alpha_pct,sharpe_ratio,volatility_30d_pct,max_drawdown_pct,return_1y_pct,benchmark_return_1y_pct,excess_return_pct,slippage_pct,stop_loss_price,analyst_rating,news_sentiment_score,earnings_surprise_pct,next_earnings_days,short_interest_pct,institutional_ownership_pct,recommendation,recommendation_confidence,recommendation_score,recommendation_reasoning,goal_risk_mismatch_flag
731,06-06-2023,PORT-1872,MMM,Industrials,Equity,Value,S&P 500,USD,Recovery,Aggressive Growth,Conservative,1,7,73.6,628.51,680.87,779,489609.29,-40788.44,-7.69,7499370.93,6.53,19.07,-12.54,13.14,33.8,5.4,6.72,0.94,55.78,3.29,42.2,59.7,42.4,4.097,-0.19,586.08,719.99,-9.43,0.35,-1.45,1.47,28.94,-44.24,25.13,14.45,10.68,0.387,602.57,Strong Sell,-0.096,-13.33,67,0.74,83.9,REDUCE,0.63,0,benchmark outperformance; attractive yield; rebalance needed,FALSE
732,02-07-2024,PORT-9282,EOG,Energy,Equity,Growth,NASDAQ 100,USD,Recovery,Aggressive Growth,Conservative,3,4.6,17.4,120.89,132.94,22,2659.58,-265.1,-9.06,298821.26,0.89,17.36,-16.47,8.66,70.4,3.53,1.86,-9.29,3.34,2.39,37.21,34,25.3,3.689,3.841,111.03,103.85,6.07,0.42,2.04,1.76,44.91,-41.72,93.64,20.98,72.66,0.3,103.97,Buy,0.781,4.71,60,19.97,73.1,STRONG BUY,0.91,8,oversold; high risk-adj return; benchmark outperformance; stretched valuation,FALSE
733,22-04-2023,PORT-9135,USB,Financials,Equity,Value,Russell 2000,USD,Bull,Income,Aggressive,10,10.1,53,489.23,599.21,782,382577.86,-86004.36,-18.35,1734386.15,22.06,9.41,12.65,12.2,63.7,2.89,0.29,28,-11.63,2.4,46.42,45.4,24.7,-4.881,2.919,433.24,576.4,21.26,1.24,9.92,-0.26,23.85,-27.63,71.35,-19.86,91.21,0.372,442.06,Hold,0.004,-11.81,7,18.48,57.5,HOLD,0.6,2,oversold; positive alpha; benchmark outperformance; stretched valuation,FALSE
734,16-05-2022,PORT-8685,ORCL,Technology,Equity,Value,Russell 2000,GBP,Volatile,Preservation,Aggressive,10,7.8,99.1,232.19,208.18,927,215240.13,22257.27,11.53,127396.11,168.95,10.45,158.5,9.49,18.1,2.84,4.49,58.64,4.24,2.54,26.52,62.4,25.4,-3.696,-1.39,242.76,270.06,-20.58,0.52,11.01,0.52,28.49,-40.23,13.67,-18.29,31.96,0.017,206.13,Strong Sell,0.193,-1.81,10,18.12,49.2,REDUCE,0.59,0,oversold; positive alpha; benchmark outperformance; attractive yield,FALSE
735,01-03-2022,PORT-2579,GIS,Consumer Staples,Equity,Dividend,Dow Jones,EUR,Sideways,Balanced,Very Aggressive,30,22.1,9.3,905.24,976.26,101,91429.24,-7173.02,-7.27,1677099.69,5.45,19.15,-13.7,3.07,64.7,12.51,3.13,34.52,-17.48,2.22,26.24,26,26,0.775,4.139,1010.1,912.92,-10.28,1.71,11.42,2.78,23.44,-29.66,71.4,2.12,69.28,0.052,830.77,Sell,-0.168,-16.44,13,11.52,36,BUY,0.66,4,oversold; high risk-adj return; positive alpha; benchmark outperformance,FALSE
736,01-12-2022,PORT-5176,SRE,Utilities,Equity,ESG,NASDAQ 100,GBP,Bull,Income,Moderate,1,18.7,103.4,18.92,21.24,368,6962.56,-853.76,-10.92,9574658.41,0.07,6.8,-6.73,12.25,43.4,2.77,3.22,-4.8,66.2,2.55,1.08,88.8,48.5,-2.322,0.64,19.58,16.52,20.89,0.67,8.3,1.5,58.82,-2.13,46.72,28.2,18.52,0.357,17.51,Buy,-0.57,16.24,74,12.82,66.6,BUY,0.69,4,positive alpha; benchmark outperformance; attractive yield; stretched valuation,TRUE
737,08-07-2022,PORT-7134,WBD,Communication Services,Equity,Dividend,Russell 2000,USD,Sideways,Balanced,Aggressive,20,5.2,80.9,141.52,137.69,609,86185.68,2332.47,2.78,5594505.71,1.54,7.06,-5.52,5.11,62.2,12.02,2.43,38.26,40.28,1.94,26.75,69.6,72,-2.511,4.733,151.34,122.02,2.42,1.86,11.71,3.08,56.65,-18.46,-32.09,-14.26,-17.83,0.105,135.19,Sell,-0.611,-6.49,89,24.63,25,SELL,0.82,-3,overbought; high risk-adj return; positive alpha; benchmark underperformance,FALSE
738,09-09-2022,PORT-7682,MPC,Energy,Equity,Growth,NASDAQ 100,USD,Bear,ESG,Very Aggressive,10,22.9,87.8,355.75,255.89,292,103879,29159.12,39.02,2700127.83,3.85,7.9,-4.05,12.83,59,11.21,6.19,55.75,0.34,3.05,46.57,26.3,39.9,-2.35,4.916,342.05,411.16,-21.58,1.48,-4.17,2.75,39.75,-23.43,1.9,27.1,-25.2,0.03,329.03,Hold,-0.243,5.28,23,22.6,66.2,REDUCE,0.54,-1,high risk-adj return; benchmark underperformance; attractive yield; stretched valuation,FALSE
739,30-05-2023,PORT-7627,LUMN,Communication Services,Equity,Blend,MSCI World,USD,Recovery,Balanced,Moderate,10,5.6,104.4,317.2,346.09,646,204911.2,-18662.94,-8.35,6202295.04,3.3,17.76,-14.46,4.77,33.7,9.82,5.68,12.01,65.41,0.21,14.44,28.9,48.8,0.29,3.566,350.99,263.31,-0.51,1.34,13.1,3.09,7.68,-2.11,73.79,10.67,63.12,0.29,273.11,Hold,-0.351,-10.17,62,13.61,67.8,BUY,0.84,4,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
740,27-01-2023,PORT-2333,WFC,Financials,Equity,ESG,S&P 500,USD,Bear,Aggressive Growth,Conservative,20,7.5,9.9,605.83,428.9,440,266565.2,77849.2,41.25,7376994.14,3.61,12.22,-8.61,18.2,14.5,0.79,5.66,29.62,21.32,2.62,45.48,65.5,55.9,-4.361,4.129,554.51,692.66,40.48,1.6,-7.15,0.85,28.36,-7.52,-2.72,-15.41,12.69,0.001,567.82,Strong Sell,-0.982,-14.63,7,5.09,93.5,REDUCE,0.52,-1,benchmark outperformance; attractive yield; undervalued P/E; bear market caution,FALSE
741,26-12-2023,PORT-7032,WBD,Communication Services,Equity,ESG,NASDAQ 100,USD,Volatile,ESG,Moderate,5,15.2,62.1,880.35,647.98,410,360943.5,95271.7,35.86,8891212.82,4.06,6.02,-1.96,18.53,57.9,8.4,0.99,-12.25,26.21,1.38,17.8,65.3,23.7,-2.387,-4.676,978.58,882.2,20.93,0.33,-6.05,2.85,12.5,-30.39,49.83,-7.74,57.57,0.169,824.19,Sell,-0.661,15.28,42,18.63,70.2,BUY,0.76,4,oversold; high risk-adj return; benchmark outperformance; stretched valuation,TRUE
742,24-02-2024,PORT-7971,AEP,Utilities,Equity,Growth,MSCI World,GBP,Volatile,Aggressive Growth,Very Aggressive,1,15.1,99,486.09,513.22,39,18957.51,-1058.07,-5.29,3433141.51,0.55,10.48,-9.93,8.38,48.5,10.04,4.21,25.1,63.18,1.36,20.6,55.2,60.4,-2.816,-2.274,439.39,460.61,27.59,0.41,-7.9,0.62,51.58,-21.51,96.53,-1.24,97.77,0.307,450.08,Sell,0.484,23.73,46,8.03,49.8,HOLD,0.63,2,benchmark outperformance; attractive yield; stretched valuation; positive news flow,FALSE
743,28-07-2024,PORT-4661,ORCL,Technology,Equity,Value,S&P 500,USD,Sideways,Growth,Moderate,30,18.3,101.3,482.88,375.54,179,86435.52,19213.86,28.58,6649692.01,1.3,8.21,-6.91,5.04,68,4.57,0.73,-13.25,58.51,2.99,15.95,42,34.4,-2.659,-0.947,538.82,503.46,10.14,0.51,-1.64,0.48,47.51,-11.81,92.33,-1.8,94.13,0.145,455.3,Sell,0.445,0.87,46,18.32,73.7,REDUCE,0.55,0,oversold; benchmark outperformance; stretched valuation; positive news flow,TRUE
744,18-06-2022,PORT-3111,GS,Financials,Equity,Momentum,MSCI World,GBP,Sideways,Aggressive Growth,Aggressive,10,15.8,20.8,805.73,588.85,685,551925.05,148562.8,36.83,4943150.03,11.17,7.17,4,11.28,18.6,2.7,3.36,41.36,70.78,2.17,27.26,77.1,35.3,2.865,-1.026,772.42,696.83,49.37,1.95,13.85,1.75,7.9,-46.99,-8.63,8.44,-17.07,0.304,717.98,Hold,-0.924,-19.95,41,12.01,37.2,STRONG BUY,0.97,9,high risk-adj return; positive alpha; benchmark underperformance; attractive yield,FALSE
745,24-06-2022,PORT-7301,NEM,Materials,Equity,ESG,Dow Jones,EUR,Bull,Aggressive Growth,Moderate,1,6.2,114.2,365.73,310.36,174,63637.02,9634.38,17.84,6169518.77,1.03,8.93,-7.9,4.05,29.1,10.96,5.23,-13.37,-14.04,1.24,-0.83,79.3,49.8,0.272,-0.018,399.54,303.74,-13.64,1.1,3.99,2.1,54.61,-0.17,85.03,-9.63,94.66,0.382,313.77,Buy,0.383,-17.95,87,6.17,52.9,STRONG BUY,0.9,9,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
746,28-05-2023,PORT-4310,KO,Consumer Staples,Equity,Growth,MSCI World,EUR,Recovery,Aggressive Growth,Aggressive,15,22.9,89.9,65.7,53.11,26,1708.2,327.34,23.71,6323088.62,0.03,18.44,-18.41,14.44,12.4,7.28,3.87,-11.38,-4.17,3.18,-0.37,38,67,-0.868,4.395,69.25,71.57,3.24,1.11,11.63,0.87,57.48,-31.13,9.99,-3.57,13.56,0.202,60.68,Strong Sell,0.771,-9.6,14,22.59,21.9,SELL,0.77,-4,overbought; positive alpha; benchmark outperformance; attractive yield,FALSE
747,09-08-2023,PORT-5008,CHTR,Communication Services,Equity,Value,Dow Jones,GBP,Sideways,Income,Moderate,10,23.6,77.7,699.03,546.07,717,501204.51,109672.32,28.01,2532415.43,19.79,13.4,6.39,9.06,71,3.4,4.75,58.75,11.13,2.29,14.37,76,67.7,-4.826,-3.614,618.98,664.5,-27.72,0.23,2.12,2.37,22.59,-0.05,64.49,-3.67,68.16,0.362,629.41,Strong Sell,-0.045,-12.14,75,11.61,14.6,REDUCE,0.58,-1,overbought; high risk-adj return; benchmark outperformance; attractive yield,TRUE
748,04-06-2024,PORT-5119,INTC,Technology,Equity,Growth,Russell 2000,USD,Recovery,Preservation,Very Aggressive,15,12.3,20.9,638.36,507.25,768,490260.48,100692.48,25.85,7986189.16,6.14,19.2,-13.06,16.49,43.5,3.41,3.23,-6.63,17.42,0.63,11.75,94,77.2,3.903,2.183,698.73,661.79,14.75,0.8,5.88,3.31,26.13,-13.74,47.49,-16.3,63.79,0.4,619.09,Strong Sell,-0.447,21.81,1,1.24,16.2,HOLD,0.55,3,overbought; high risk-adj return; positive alpha; benchmark outperformance,FALSE
749,17-05-2024,PORT-1702,PEP,Consumer Staples,Equity,Dividend,Russell 2000,USD,Recovery,Balanced,Very Aggressive,7,21.4,16.6,254.03,313.56,816,207288.48,-48576.48,-18.99,737808.58,28.1,12.17,15.93,1.95,62.4,9.15,2.43,-11.62,69.33,1.05,21.47,23.3,77.2,-0.099,2.588,264.95,226.44,44.67,2.01,9.09,3.13,43.37,-47.14,56.77,16.63,40.14,0.198,224.15,Sell,-0.033,15.55,85,7.8,73.5,HOLD,0.58,1,overbought; high risk-adj return; positive alpha; benchmark outperformance,FALSE
750,11-05-2024,PORT-4915,BAC,Financials,Equity,Momentum,Russell 2000,USD,Volatile,Preservation,Aggressive,20,22.7,32.6,471.09,411.33,193,90920.37,11533.68,14.53,7189699.21,1.26,14.52,-13.26,12.78,55.3,3.34,0.88,27.12,19.96,2.41,24.11,89,50.5,3.845,0.211,491.45,456.56,46.76,0.9,9.08,-0.06,22.88,-8.21,54.83,-15.55,70.38,0.392,432.4,Sell,-0.171,29.29,44,14.43,41.5,HOLD,0.52,2,positive alpha; benchmark outperformance; stretched valuation; rebalance needed,FALSE
751,15-04-2022,PORT-5257,PLD,Real Estate,REIT,Dividend,Russell 2000,EUR,Bull,Income,Moderate,7,8.7,47.8,935.19,759.77,277,259047.63,48591.34,23.09,9067677.25,2.86,18.69,-15.83,17.5,43.8,5.85,4.25,-9.95,-7.13,3.32,31.34,52.2,72.6,0.58,2.598,1012.77,1081.82,15.4,1.36,4.73,1.6,36.41,-8.64,47.85,34.47,13.38,0.139,850.42,Buy,-0.829,1.24,24,4.92,39.5,HOLD,0.58,1,overbought; high risk-adj return; positive alpha; benchmark outperformance,FALSE
752,02-12-2024,PORT-6069,BMY,Healthcare,Equity,Value,S&P 500,USD,Sideways,Income,Moderate,3,17,5.2,466.3,439.82,948,442052.4,25103.04,6.02,7198975.01,6.14,1.19,4.95,5.96,42.1,3.38,0.76,30.45,37.07,1.76,20.11,55,43.3,1.674,-2.738,412.24,470.81,24.57,1.04,-4.55,0.27,27.73,-32.59,25.86,15.26,10.6,0.116,439.24,Hold,-0.019,-1.31,2,21.03,70.3,HOLD,0.53,2,benchmark outperformance; stretched valuation,TRUE
753,30-07-2022,PORT-2538,BLK,Financials,Equity,Growth,Russell 2000,GBP,Bear,Growth,Moderate,5,17.6,60.3,177.8,171.88,895,159131,5298.4,3.44,6962903.16,2.29,8.24,-5.95,1.57,61.4,5.14,4.78,2.2,14.15,1.45,4.03,58.6,70.6,4.756,-4.967,157.01,159.51,30.22,1.91,7.47,2.38,23.12,-16.69,17.83,-12.37,30.2,0.266,152.5,Strong Buy,0.124,-10.01,63,19.98,12.6,BUY,0.83,5,overbought; high risk-adj return; positive alpha; benchmark outperformance,TRUE
754,03-12-2023,PORT-1777,O,Real Estate,REIT,Momentum,Dow Jones,USD,Volatile,Balanced,Moderate,7,18.5,11,463.95,465.93,675,313166.25,-1336.5,-0.42,2500319.8,12.53,8.87,3.66,8.06,68.8,8.89,1.96,-14.24,0.11,2.39,29.78,73.8,41.7,-4.691,-2.751,475.22,554.49,23.43,0.89,7.84,2.17,10.92,-39.96,59.47,20.68,38.79,0.166,440.59,Buy,0.691,2.41,59,14.11,48.8,BUY,0.66,4,high risk-adj return; positive alpha; benchmark outperformance; stretched valuation,TRUE
755,18-02-2022,PORT-3146,SPG,Real Estate,REIT,Dividend,Dow Jones,USD,Bear,Preservation,Aggressive,10,10.9,66.8,482.97,384.44,750,362227.5,73897.5,25.63,6013962.89,6.02,10.6,-4.58,5.27,43.6,13.53,6.37,53.02,-12.62,0.42,28.53,53.1,41.1,2.259,-0.918,491.59,433.92,3.09,1.03,-0.03,1.53,59.73,-2.06,58.44,24.27,34.17,0.108,464.36,Sell,-0.783,8.37,38,5.15,82.5,HOLD,0.61,3,high risk-adj return; benchmark outperformance; attractive yield; stretched valuation,FALSE
756,02-11-2023,PORT-4764,EMR,Industrials,Equity,Value,NASDAQ 100,GBP,Volatile,Balanced,Very Aggressive,20,4.6,8.8,516.21,496.68,650,335536.5,12694.5,3.93,3432367.24,9.78,15.76,-5.98,10.62,76.8,13.77,4.95,28.7,-10.96,1.29,16.03,50,64.5,0.643,1.512,477.5,608.32,5.49,1.73,14.06,2.53,46.61,-30.82,-37.86,-13.56,-24.3,0.153,473.59,Hold,-0.826,11.86,69,1.52,89.6,HOLD,0.52,2,high risk-adj return; positive alpha; benchmark underperformance; attractive yield,FALSE
757,17-02-2023,PORT-4997,JPM,Financials,Equity,Dividend,Dow Jones,USD,Bear,Aggressive Growth,Moderate,3,4.7,48.2,897.18,713.05,786,705183.48,144726.18,25.82,9133916.39,7.72,12.74,-5.02,14.52,35.3,7.36,6.85,18.22,74.43,0.7,21.08,42.1,47.6,-1.384,-0.17,837.71,1039.23,-9.98,0.4,6.47,-0.49,27.31,-7.14,28.65,-4.21,32.86,0.104,850.75,Buy,0.178,4.46,1,14.96,73.1,BUY,0.71,5,positive alpha; benchmark outperformance; attractive yield; analyst upgrade,FALSE
758,13-03-2022,PORT-8385,DLR,Real Estate,REIT,ESG,S&P 500,USD,Recovery,Balanced,Moderate,7,16.2,62.1,498.85,499.63,556,277360.6,-433.68,-0.16,1288893.9,21.52,17.15,4.37,18.76,30.5,14.72,0.96,29.23,-2.39,2.94,19.82,43.7,50.9,1.864,0.636,532.06,577.59,48.76,0.81,11.54,2.62,26.24,-8.4,45.18,5.68,39.5,0.022,477.24,Strong Buy,-0.918,-16.48,33,10.12,88,BUY,0.78,5,high risk-adj return; positive alpha; benchmark outperformance; analyst upgrade,TRUE
759,07-07-2024,PORT-1595,KHC,Consumer Staples,Equity,Dividend,NASDAQ 100,GBP,Sideways,Income,Very Aggressive,7,16.1,88.6,609.87,438.78,628,382998.36,107444.52,38.99,2799129.32,13.68,5,8.68,2.79,48.5,5.04,4.03,22.34,32.37,0.5,8.46,21,30.5,-2.469,2.93,673.18,620.01,-6.5,1.46,-5.62,3.37,37.06,-47.91,65.8,13.06,52.74,0.025,531.67,Strong Buy,0.156,-11.7,72,13.78,48.1,STRONG BUY,0.91,7,oversold; high risk-adj return; benchmark outperformance; attractive yield,FALSE
760,15-12-2023,PORT-6061,XEL,Utilities,Equity,Growth,Dow Jones,GBP,Volatile,Growth,Very Aggressive,3,14.7,65.6,891.95,1104.02,867,773320.65,-183864.69,-19.21,756785.02,102.18,4.84,97.34,2.34,76.2,4.92,4.53,27.31,61.81,1.65,9.33,54.6,44.4,0.28,0.105,934.7,782.93,-6.78,0.52,9.39,2.16,39.85,-6.37,74.65,18.81,55.84,0.351,808.67,Buy,-0.23,-0.91,29,20.71,19,STRONG BUY,0.96,9,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
761,11-08-2024,PORT-2050,NUE,Materials,Equity,Momentum,MSCI World,EUR,Bull,Preservation,Very Aggressive,7,17.9,106.6,476.23,502.78,731,348124.13,-19408.05,-5.28,7833238.28,4.44,16.44,-12,5.64,47.3,9.26,5.34,50.59,-14.09,0.55,48.45,94.3,31.1,0.035,2.524,469.13,387.36,-4.43,1.56,-7.7,1.17,25.79,-25.56,27.5,12.7,14.8,0.07,423.29,Buy,-0.467,9.85,54,12.18,32,STRONG BUY,0.9,8,oversold; benchmark outperformance; attractive yield; stretched valuation,FALSE
762,27-04-2024,PORT-9717,MDLZ,Consumer Staples,Equity,Growth,Russell 2000,EUR,Bear,Balanced,Aggressive,1,24.9,111.8,687.43,882.34,314,215853.02,-61201.74,-22.09,6795332,3.18,19.03,-15.85,10.89,44.3,2.53,5.99,-4.54,21.93,2.95,29.38,92.5,69.1,-3.958,4.255,739.63,650.39,26.58,0.83,1.95,3.07,48.3,-22.83,8.2,-2.41,10.61,0.26,589.29,Sell,-0.426,1.02,65,18.51,94.4,SELL,0.81,-4,overbought; high risk-adj return; benchmark outperformance; attractive yield,FALSE
763,25-10-2022,PORT-8601,EOG,Energy,Equity,Growth,MSCI World,USD,Volatile,Preservation,Conservative,3,8.3,46.5,491.05,469.93,264,129637.2,5575.68,4.49,9221311.82,1.41,6.68,-5.27,13.3,61.2,5.42,1.42,3.08,0.66,1.89,5.84,42.5,24.6,-1.79,-4.464,474.5,447.62,47.73,1.93,12.1,2.39,51.93,-3.07,49.32,2.13,47.19,0.066,433.26,Strong Sell,0.088,21.19,86,10.05,23.7,STRONG BUY,0.98,7,oversold; high risk-adj return; positive alpha; benchmark outperformance,FALSE
764,29-05-2023,PORT-2553,NUE,Materials,Equity,Momentum,MSCI World,USD,Recovery,Balanced,Aggressive,15,22,35.2,905.75,1176.2,657,595077.75,-177685.65,-22.99,4720459.68,12.61,4.97,7.64,7.36,47.2,9.91,1.95,27.02,24.39,3.05,7.64,59.5,63.4,2.965,-3.45,985.71,1057.19,15.66,2.1,-5.92,2.68,57.97,-3.34,58.24,-12.33,70.57,0.074,796.04,Strong Buy,0.734,18.21,9,21.16,62.1,BUY,0.71,6,high risk-adj return; benchmark outperformance; stretched valuation; analyst upgrade,FALSE
765,16-06-2024,PORT-7334,SHW,Materials,Equity,Value,NASDAQ 100,USD,Bull,Preservation,Conservative,1,12.1,80.4,391.19,280.4,936,366153.84,103699.44,39.51,9152809.67,4,10.6,-6.6,10.48,37.9,3.19,4.67,50.33,-19.09,3.44,28.14,76.6,62.8,3.283,0.037,378.07,328.64,46.1,1.51,-5.88,0.09,45.65,-31.67,33.43,-10.51,43.94,0.384,342.38,Strong Sell,-0.184,6.81,69,4.78,11.7,BUY,0.68,4,benchmark outperformance; attractive yield; rebalance needed,TRUE
766,20-07-2022,PORT-7360,ITW,Industrials,Equity,Momentum,MSCI World,USD,Volatile,Income,Aggressive,20,8.8,30.8,382.39,285.58,217,82978.63,21007.77,33.9,2478665.53,3.35,17.19,-13.84,7.51,27.7,1.01,3.28,40.82,76.74,0.53,38.01,37.7,37,-4.509,3.254,418.23,353.57,-13.4,1.97,3.49,1.78,39.74,-28.34,99.82,-6.02,105.84,0.038,357.76,Buy,0.717,13.99,23,24.63,92.5,STRONG BUY,0.92,10,high risk-adj return; positive alpha; benchmark outperformance; attractive yield,FALSE
767,02-10-2022,PORT-6116,GE,Industrials,Equity,Value,Dow Jones,USD,Sideways,Growth,Aggressive,10,6.2,13,439.22,548.27,884,388270.48,-96400.2,-19.89,9515643.89,4.08,3.89,0.19,0.48,72.2,5.54,5.35,-7.19,-19.82,1.09,20.2,22.7,31,2.398,2.904,468.12,482.7,28.49,0.98,-7.86,1.18,5.97,-44.8,-3.34,16.31,-19.65,0.329,393.35,Buy,0.022,11.71,50,15.85,56.4,HOLD,0.54,3,oversold; benchmark underperformance; attractive yield; stretched valuation,FALSE
768,21-07-2024,PORT-6190,D,Utilities,Equity,Blend,S&P 500,USD,Bear,Growth,Very Aggressive,15,20.3,33.1,866.95,749.29,928,804529.6,109188.48,15.7,2154020.55,37.35,10.97,26.38,16.21,20.4,4.28,1.78,47.66,26.09,2.8,31.4,21.1,59.5,-4.76,-2.561,798.61,872.43,7.12,2.18,6.69,2.5,51.23,-28.31,-26.8,9.75,-36.55,0.2,745.29,Buy,0.86,12.85,22,14.29,78,BUY,0.75,6,high risk-adj return; positive alpha; benchmark underperformance; analyst upgrade,FALSE
769,04-04-2022,PORT-3758,WFC,Financials,Equity,Value,NASDAQ 100,GBP,Recovery,Income,Moderate,30,21.2,32.6,910.92,1129.8,83,75606.36,-18167.04,-19.37,3597552.25,2.1,13.42,-11.32,7.95,9.5,8.96,7,11.57,-8.93,1.54,18.41,20.3,71.1,-3.338,4.649,836.13,950.01,47.78,1.72,2.98,0.41,44.19,-36.07,88.53,-16.52,105.05,0.275,792.73,Strong Sell,-0.409,-17.29,20,19.81,30.4,SELL,0.69,-5,overbought; benchmark outperformance; attractive yield; undervalued P/E,TRUE
770,13-08-2024,PORT-8999,COST,Consumer Staples,Equity,Momentum,MSCI World,USD,Bull,Aggressive Growth,Moderate,5,10.6,16.5,255.19,269.91,616,157197.04,-9067.52,-5.45,2696870.84,5.83,17.02,-11.19,12.29,47.6,5.6,3.67,-0.67,78.53,1.83,31.31,81.6,50.9,-3.72,1.488,249.77,229.24,-7,1.82,-0.35,-0.27,50.64,-3.13,31.56,7.26,24.3,0.223,244.82,Strong Buy,-0.331,-18.61,62,6.7,31.9,HOLD,0.58,3,benchmark outperformance; attractive yield; stretched valuation; analyst upgrade,FALSE
771,08-03-2023,PORT-9209,OXY,Energy,Equity,Momentum,S&P 500,EUR,Bull,Aggressive Growth,Conservative,5,15.4,44.1,893.58,1083.44,20,17871.6,-3797.2,-17.52,344148.7,5.19,14.49,-9.3,17.15,32.4,8.11,6.23,36.59,71.54,1.85,15.14,90,76.7,0.989,-0.951,889.05,993.92,30.34,1.08,-2.96,1.01,8.19,-35.39,83.43,5.85,77.58,0.077,814.95,Strong Buy,-0.704,7.92,69,17.12,59.8,STRONG BUY,0.89,7,overbought; benchmark outperformance; attractive yield; analyst upgrade,TRUE
772,03-01-2024,PORT-4937,WMT,Consumer Staples,Equity,Value,MSCI World,USD,Recovery,Income,Aggressive,15,4.2,19.9,142.84,152.07,735,104987.4,-6784.05,-6.07,3319661.26,3.16,19.51,-16.35,13.96,33.6,10.47,3.01,27.05,74.71,3.27,9.29,75.5,70.1,-0.401,-3.505,139.42,144.17,4.19,1.31,-2.28,0.48,26.2,-36.62,45.37,28.36,17.01,0.383,134.49,Strong Sell,-0.54,10.66,51,1.52,65.5,REDUCE,0.64,-1,overbought; benchmark outperformance; attractive yield; rebalance needed,FALSE
773,04-12-2023,PORT-8702,COP,Energy,Equity,Growth,Russell 2000,USD,Recovery,ESG,Very Aggressive,7,17.9,104.9,101.95,86.9,839,85536.05,12626.95,17.32,6043985.28,1.42,16.88,-15.46,8.03,28.5,14.68,1.91,21.71,47.2,2.29,42.52,22.8,24.1,4.829,-0.412,113.03,83.19,30.87,0.82,10.93,1.06,52.31,-21.25,92.41,-7.18,99.59,0.309,89.73,Sell,-0.812,26.47,75,2.87,14.4,BUY,0.81,4,oversold; positive alpha; benchmark outperformance; rebalance needed,FALSE
774,24-11-2022,PORT-9998,META,Technology,Equity,Blend,MSCI World,GBP,Bull,Aggressive Growth,Very Aggressive,3,23.8,65.9,612.58,756.07,42,25728.36,-6026.58,-18.98,4764316.92,0.54,14.55,-14.01,2.87,18,1.92,4.79,34.52,30.62,2.32,39.7,70.8,30.9,-1.128,0.063,674.8,634.19,3.95,1.02,-0.91,-0.22,6.76,-23.1,6.45,34.82,-28.37,0.154,580.18,Sell,-0.101,25.65,76,21.08,24.1,HOLD,0.57,2,oversold; benchmark underperformance; attractive yield; rebalance needed,FALSE
775,10-01-2022,PORT-1968,CF,Materials,Equity,ESG,NASDAQ 100,USD,Recovery,ESG,Aggressive,10,21.8,9,554.92,612.78,75,41619,-4339.5,-9.44,6263980.11,0.66,8.68,-8.02,8.89,53.2,4.67,5.03,11.08,79.94,2.72,43.53,34.5,32.2,-2.855,3.992,496.55,620.36,27.06,1.26,0.47,1.11,32.17,-25.35,-22.74,21.33,-44.07,0.108,492.02,Hold,-0.489,15.5,53,1.61,30.3,REDUCE,0.62,-2,oversold; benchmark underperformance; attractive yield; stretched valuation,FALSE
776,14-05-2023,PORT-8935,JNJ,Healthcare,Equity,Momentum,Dow Jones,EUR,Volatile,Preservation,Conservative,3,14.7,105.1,163.58,154.86,768,125629.44,6696.96,5.63,1655219.05,7.59,14.93,-7.34,16.79,43.2,13.52,5.24,7.91,25.35,0.72,11.9,94.6,26.9,-3.508,3.638,166.55,179.34,26.89,1.91,13.15,1.42,15.72,-29.45,48.35,28.24,20.11,0.334,155.46,Hold,-0.109,26.98,42,5.09,59.9,HOLD,0.6,3,oversold; positive alpha; benchmark outperformance; attractive yield,TRUE
777,29-08-2023,PORT-3923,DE,Industrials,Equity,Momentum,S&P 500,GBP,Bull,Balanced,Very Aggressive,30,19.6,22.3,317.76,358.7,12,3813.12,-491.28,-11.41,7690114.04,0.05,3.03,-2.98,14.41,27.4,3.68,0.14,-10.4,72.47,1.23,47.61,24.4,47.9,1.821,3.467,294.96,266.87,-6.52,0.5,9.86,-0.5,11.08,-42.21,22.7,34.61,-11.91,0.13,285.75,Sell,-0.795,1.5,4,17.35,27.9,HOLD,0.58,1,positive alpha; benchmark underperformance,FALSE
