applicant_id,age,annual_income_usd,monthly_income_usd,employment_tenure_years,credit_history_years,debt_to_income_ratio,credit_utilization_ratio,num_open_credit_lines,num_delinquencies_12m,num_late_payments_24m,loan_amount_requested_usd,loan_term_months,prior_defaults_flag,bankruptcies_count,avg_monthly_balance_usd,savings_balance_usd,checking_balance_usd,hard_inquiries_6m,revolving_balance_usd,mortgage_balance_usd,payment_to_income_ratio,secured_loan_ratio,recent_credit_growth_pct,region_risk_index,employment_type_code,housing_status_code,total_outstanding_debt_usd,credit_risk_score
A100397,23,40517.41,3376.45,7.5,8.77,0.12,0.494,11,1,2,160637.7,60,0,0,6790.9,26160.48,26857.81,1,70790.59,45433.28,0.048,0.34,0.162,0.377,1,1,96538.48,729
A100398,57,49812.38,4151.03,13.01,37.69,0.223,0.151,8,0,3,190076.83,24,0,0,7000.95,6071.63,1497.19,0,25341.68,163199.48,0.207,0.556,0.207,0.133,1,2,107743.29,745
A100399,41,164494.79,13707.9,3.01,17.13,0.48,0.396,7,0,2,239699.85,240,0,0,5090.97,20678.66,5897.32,2,34395.76,172046.97,0.427,0.568,0.34,0.433,1,2,242857.05,665
A100400,56,59225.93,4935.49,13.06,27.71,0.293,0.387,4,0,1,477415.13,180,0,0,20216.92,27333.18,2042.41,1,12013.02,102933.67,0.164,0.344,0.044,0.421,1,3,88673.77,630
A100401,24,47791.62,3982.63,4.34,1,0.278,0.644,8,0,2,132091.23,360,0,0,11946.02,8044.3,3411.61,1,11939.38,90219.49,0.248,0.37,0.622,0.569,1,3,72978.36,592
A100402,35,114183.9,9515.32,2.49,11.05,0.551,0.807,12,1,2,259490.02,180,1,0,6596.29,5584.97,8797.22,0,3738.79,258396.16,0.5,0.16,0.015,0.454,1,2,196170.79,464
A100403,42,163169.34,13597.44,3.06,27.95,0.258,0.633,7,4,4,77701.76,36,0,0,4545.59,17444.91,5992,2,20211.94,51021.24,0.218,0.486,-0.085,0.614,3,2,127426.48,644
A100404,43,126226.21,10518.85,6.21,16.77,0.356,0.305,11,0,2,137567.73,360,0,0,5910.59,11160.35,3674.98,2,8457.22,80933.06,0.211,0.796,0.229,0.638,1,2,90703,717
A100405,37,147006.6,12250.55,2.23,11.3,0.561,0.184,7,0,1,229941.01,180,0,0,9078.41,70225.86,2507.43,4,16216.79,68754.73,0.484,0.722,0.097,0.487,2,3,227523.14,646
A100406,49,56059.52,4671.63,3.42,24.72,0.597,0.246,12,1,3,282104.47,360,0,0,21579.73,33573.75,5980.76,2,9237.84,294413.58,0.538,0.579,0.451,0.49,1,2,173324.97,584
A100407,30,38886.82,3240.57,5.42,6.92,0.16,0.227,7,1,2,110316.75,360,0,0,2167.04,8430.14,20926.06,3,11409.83,142227.11,0.114,0.405,-0.166,0.506,1,1,71013.15,744
A100408,40,194102.19,16175.18,10.71,15.98,0.248,0.139,7,2,0,135157.7,60,1,0,11019.01,24496.42,1999.43,1,8353.29,42181.67,0.207,0.329,0.126,0.186,2,2,82817.11,714
A100409,43,71177.54,5931.46,7.36,16.09,0.43,0.616,10,0,0,465130.8,24,0,0,16009.48,56810.26,25142.88,0,10893.38,46174.36,0.317,0.17,0.267,0.63,1,1,82233.91,563
A100410,48,74046.49,6170.54,4.46,26.21,0.631,0.572,13,1,0,383062.23,36,0,0,1978.67,3970.07,13245.07,2,21058.19,593806.78,0.559,0.429,0,0.806,1,2,335212.84,512
A100411,50,176471.26,14705.94,6.19,26.49,0.158,0.364,12,1,1,206119.08,36,0,0,5623.09,5753.51,15432.8,0,3067.7,291598.06,0.118,0.476,-0.131,0.511,1,3,159187.12,796
A100412,30,115420.01,9618.33,5.08,9.23,0.435,0.319,11,0,2,42061.7,48,0,0,2773.72,15822.3,5939.75,2,2530.05,234598.52,0.309,0.29,0.381,0.359,1,2,170512.39,704
A100413,25,109222.77,9101.9,1.75,2.94,0.272,0.517,2,1,1,850000,72,0,0,9172.65,16579.89,12911.19,2,12925.6,111219.15,0.211,0.515,-0.031,0.499,1,3,104770.14,523
A100414,56,279611.89,23300.99,11.83,33.54,0.553,0.369,10,3,4,177683.05,360,0,0,4879.88,15186.26,1815.08,1,30621.82,427564.98,0.342,0.456,0.308,0.422,2,3,538312.76,671
A100415,46,59663.25,4971.94,10.81,21.55,0.174,0.298,4,0,0,146905.31,360,0,0,5857.31,11726.03,2466.59,2,37941.96,40748.38,0.133,0.488,-0.046,0.505,1,1,73917.56,810
A100416,34,141593.93,11799.49,4.12,13.99,0.561,0.308,6,2,3,128178.38,240,0,0,4678.41,11548.19,8964.84,1,3178.71,216621.4,0.462,0.4,0.063,0.444,4,1,224773.11,622
A100417,59,87707.59,7308.97,3.14,37.48,0.437,0.611,6,0,2,229888.73,12,0,1,11564.42,23496.39,5872.84,0,6390.3,73812.95,0.387,0.317,0.256,0.113,1,1,115672.26,640
A100418,43,98531.57,8210.96,1.78,19.67,0.242,0.209,7,0,1,231420.3,60,0,0,7807.06,49726.17,3937.46,0,2559.7,87924.31,0.196,0.494,0.184,0.517,1,3,84048.51,733
A100419,55,197020.72,16418.39,6.44,33.52,0.084,0.575,8,1,5,333907.82,240,0,0,7818.9,9891.11,473.18,0,5636.17,211387.03,0.051,0.553,-0.048,0.9,3,1,105220,728
A100420,43,112388.42,9365.7,6.46,20.37,0.385,0.447,5,0,4,98594.6,36,0,0,7391.27,183275.06,3040.89,2,23374.49,96667.63,0.363,0.664,0.216,0.26,1,2,132086.17,679
A100421,65,114287.15,9523.93,2.37,45,0.282,0.735,9,1,0,146912.21,360,0,0,10275.83,113667.8,1564.29,0,8901.92,74384.72,0.269,0.413,-0.25,0.698,4,2,110593.29,702
A100422,61,153320.47,12776.71,5.12,36.8,0.066,0.283,11,1,0,673717.96,360,0,0,5271.02,60451.68,7016.46,0,6549.78,70445.44,0.052,0.472,-0.096,0.572,1,2,52165.51,766
A100423,39,69541.75,5795.15,7.22,19.44,0.57,0.142,6,0,4,208291.96,60,0,0,25340.96,29816.8,3788.71,3,14304.12,18407.7,0.393,0.267,0.434,0.335,1,1,118736.58,631
A100424,53,53575.18,4464.6,2.98,36.52,0.251,0.43,10,0,0,160905.3,240,0,0,2420.48,119173.07,2556.42,1,4578.77,218626.24,0.18,0.494,0.09,0.258,1,1,108819.39,742
A100425,49,47846.89,3987.24,3.78,25.84,0.547,0.182,11,0,1,97602.71,36,0,0,1634.06,11970.84,48554.98,4,34857.08,44456.59,0.414,0.176,0.249,0.547,1,1,92355.64,646
A100426,57,28822.47,2401.87,3.76,33.65,0.398,0.172,8,0,1,250088.32,240,0,0,1529.37,6958.64,11455.09,1,9055.9,585841.24,0.324,0.308,0.244,0.565,1,2,235228.95,665
A100427,31,263371.39,21947.62,2.49,7.26,0.572,0.675,6,0,3,351819.65,12,1,1,1231.38,9455.69,11639.01,1,6396.17,84913.16,0.425,0.35,0.058,0.229,1,1,356092.69,508
A100428,50,46334.49,3861.21,3.83,26.2,0.031,0.659,9,0,2,317805.26,36,0,0,11137.73,5868.77,32657.39,0,14821.02,357443.1,0.021,0.874,0.141,0.667,1,2,142533.54,691
A100429,54,75260.98,6271.75,1.19,30.31,0.335,0.351,12,1,3,152130.13,240,0,0,10103.65,18072.47,9263.2,3,19997.71,21592.64,0.302,0.605,-0.091,0.411,1,1,74665.44,699
A100430,23,72995.95,6083,3.62,1,0.683,0.362,4,2,0,227641.23,240,0,0,17081.97,21594.08,2248.4,0,34945.98,212473.03,0.554,0.306,0.143,0.589,1,2,237122.49,512
A100431,29,100657.63,8388.14,3.66,3.66,0.168,0.36,2,0,2,533540.77,180,0,0,2791.26,19558.86,2023.79,5,7528.92,267783.96,0.11,0.548,0.032,0.627,4,3,131157.71,604
A100432,21,133127.42,11093.95,4.15,1,0.332,0.527,12,0,1,361055.01,84,0,1,11800.85,15802.33,10724.06,0,22654.82,355557.73,0.271,0.171,0.497,0.661,1,2,233871.9,629
A100433,39,136443.65,11370.3,5.9,14.71,0.12,0.284,3,0,1,108121.01,240,0,1,6802.3,18278.82,705.15,0,9808.55,27805.82,0.096,0.709,-0.006,0.322,3,1,51230.58,736
A100434,50,61679.93,5139.99,1.67,24.54,0.664,0.022,9,0,4,34399.9,360,0,0,7426.62,90823,4195.77,1,5352.43,58441.93,0.461,0.422,0.212,0.862,1,2,114624.43,638
A100435,59,77535.38,6461.28,1.93,38.72,0.246,0.141,4,0,2,218297.54,360,0,0,10722.03,29744.39,637.67,2,4650.31,184812.04,0.227,0.318,0.071,0.334,1,1,106358.46,762
A100436,43,99292.52,8274.38,2.44,18.41,0.343,0.227,3,1,3,302483.32,360,0,0,3549.39,40249.5,4918.66,4,3542.34,125722.63,0.273,0.251,0.266,0.661,1,1,112101.21,670
A100437,60,74133.77,6177.81,1.53,33.35,0.3,0.291,10,0,0,88673.49,360,0,0,51501.01,19363.28,9705.96,1,4791.22,143237.49,0.226,0.739,-0.124,0.41,3,1,111782.39,740
A100438,27,205756.07,17146.34,6.33,5.84,0.447,0.527,8,0,1,178974.56,240,0,0,18864.96,3180.38,5786.64,3,23233.04,79537.01,0.344,0.214,0.096,0.509,3,1,217830.64,686
A100439,23,111351.01,9279.25,2.89,1,0.192,0.647,12,1,3,151646.55,180,0,0,4247.95,2608.32,10468.55,3,16410.6,444166.33,0.16,0.488,0.227,0.478,1,2,216980.47,596
A100440,41,127336.61,10611.38,4.24,20.34,0.313,0.228,3,1,1,192624.55,36,0,0,2716.14,128431.89,26375.13,1,3133.64,950000,0.241,0.382,0.162,0.584,1,2,391359.03,653
A100441,46,122392.85,10199.4,2.28,22.1,0.296,0.366,10,1,0,126330.85,36,0,0,6058.6,9400.53,3954.65,0,2039.68,120791.06,0.228,0.24,0.209,0.689,1,1,111293.55,779
A100442,42,162075.44,13506.29,3.36,24.05,0.076,0.563,12,2,1,416459.41,360,0,0,7520.32,8635.12,56315.12,1,3496.55,165431.88,0.069,0.443,-0.029,0.39,2,1,83805.53,706
A100443,21,93898.38,7824.86,5.28,1,0.053,0.234,8,0,2,198172.25,360,0,0,15245.65,20455.5,5449.26,2,4650.61,115711.47,0.033,0.493,0.058,0.342,1,1,54301.05,738
A100444,41,41653.85,3471.15,5.45,14.1,0.366,0.628,8,0,2,101656.13,180,0,0,2551.87,27743.23,10573.24,0,6954.92,349368.91,0.231,0.459,0.117,0.129,3,1,148278.03,630
A100445,28,105898.35,8824.86,2,6.1,0.059,0.13,4,2,3,326786.56,72,0,0,8167.74,31483.1,2596.39,0,24389.64,231987.86,0.051,0.373,0.26,0.532,2,1,116300.16,671
A100446,49,59406.58,4950.55,4.1,32.32,0.264,0.35,10,0,2,79141.3,12,0,0,1912.84,94349.62,19326.17,0,5650.05,42129.06,0.282,0.307,0.371,0.47,3,1,44621.98,724
A100447,46,63555.41,5296.28,2.31,23.85,0.15,0.344,3,0,3,414833.9,60,0,0,9215.51,71759.85,11491.6,0,37549.11,63373.68,0.133,0.053,-0.215,0.52,1,2,81018.56,675
A100448,32,117348.89,9779.07,4,13.54,0.331,0.504,7,1,0,342799.41,72,1,0,5964.34,7111.09,16918.09,1,2157.73,44350.02,0.332,0.401,0.063,0.482,3,2,77737.18,560
A100449,36,167956.82,13996.4,2.72,13.63,0.446,0.161,10,0,2,444215.94,84,0,0,30604.47,42153.74,4726.25,2,6691.83,950000,0.324,0.375,0.001,0.637,1,1,494140.58,661
A100450,30,86000.29,7166.69,12.28,4.66,0.443,0.604,5,0,3,162405.57,360,1,0,1887.02,10897.11,1453.83,0,17548.02,194856.03,0.312,0.31,-0.019,0.409,1,3,165219.96,531
A100451,41,100736.62,8394.72,7.2,17.11,0.374,0.485,6,0,3,130383.85,36,0,0,19458.6,13944.43,6810.29,3,18492.2,64351.66,0.313,0.407,0.168,0.563,1,1,102934.21,650
A100452,53,216777.07,18064.76,5.6,37.21,0.348,0.426,5,0,1,190103.94,120,0,0,1663.19,5358.05,977.03,0,6765.71,59888.44,0.311,0.057,0.126,0.494,2,2,144882.3,759
A100453,31,97034.4,8086.2,3.56,10.3,0.475,0.304,6,0,3,170387.11,60,0,0,2247.98,2943.25,3325.13,0,21088.23,227054.14,0.295,0.389,-0.082,0.327,1,1,181190.24,652
A100454,48,320000,26666.67,7.33,25.18,0.354,0.433,6,0,0,117763.49,360,0,0,1699.15,15502.9,5344.4,1,17950.03,248367.25,0.267,0.792,-0.091,0.376,2,2,298395.16,810
A100455,36,116010.6,9667.55,4.18,8.46,0.214,0.542,4,0,1,125599.93,360,0,0,7941.36,6150.95,38228.42,2,5040.11,225603.11,0.166,0.43,0.203,0.666,2,1,121334.6,684
A100456,33,32273.02,2689.42,11.54,11.59,0.057,0.547,9,3,0,141856.29,72,0,0,2541.73,40463.58,5994.07,0,11762.47,74999.3,0.04,0.22,-0.077,0.648,2,2,41216.59,672
A100457,41,128636.31,10719.69,7.78,17.01,0.526,0.29,6,1,3,84137.68,360,0,0,2210.32,12079.51,5102.15,1,16367.47,144855.93,0.375,0.319,-0.005,0.633,1,1,199733.63,666
A100458,31,104824.59,8735.38,3.34,8.3,0.679,0.203,7,0,0,279676.34,120,0,0,7644.73,21784.07,4251.82,1,5356.28,121547.36,0.598,0.187,0.286,0.47,3,1,149836.07,606
A100459,36,172779.34,14398.28,10.75,16.35,0.225,0.228,8,0,1,173984.06,36,0,0,9329.88,62810.01,1344.73,0,37992.97,47363.22,0.188,0.043,0.151,0.096,1,2,123781.98,826
A100460,29,123088.18,10257.35,3.58,8.82,0.232,0.555,6,2,1,147305.82,120,0,0,6710.55,3622.97,4861.37,2,4424.54,47781.37,0.203,0.369,0.399,0.201,3,2,68756.49,688
A100461,64,78767.5,6563.96,12.7,42.77,0.056,0.327,12,0,2,87463.94,48,0,0,5708.9,7752.16,4936.58,1,10172.66,159373.25,0.046,0.576,0.101,0.453,1,1,74263.23,844
A100462,42,43349.16,3612.43,11.1,14.91,0.235,0.164,15,2,0,84666.03,180,0,0,28076.41,19172.41,1881.99,0,3110.91,131273.95,0.159,0.274,0.522,0.227,3,1,74625.86,755
A100463,34,75768.94,6314.08,5.26,15.11,0.287,0.506,12,0,1,633525.96,360,0,0,7304.36,21869.95,1546.52,1,9826.48,180999.98,0.238,0.278,0.087,0.706,1,1,101821.84,618
A100464,44,53242.93,4436.91,1.23,22.72,0.156,0.498,10,0,1,119730.03,360,0,0,12383.38,48235.06,2917.32,3,3633.56,224169.19,0.104,0.256,0.336,0.354,2,1,97149.21,681
A100465,41,61766.64,5147.22,5,21.4,0.151,0.299,12,0,2,267682.16,60,0,0,7287.35,38082,4770.81,3,7009.14,424081.11,0.112,0.185,-0.031,0.451,1,1,173591.7,715
A100466,40,117491.9,9790.99,1.84,12.78,0.304,0.131,4,2,0,200070.39,60,0,0,2700.67,17628.6,2981.06,2,2336.41,54716.56,0.199,0.24,0.003,0.812,2,1,81126.84,714
A100467,49,212958.8,17746.57,2.78,25.47,0.275,0.856,5,0,1,29638.8,24,1,0,10091.69,21671.4,1747.68,2,17762.08,193967.95,0.194,0.192,0.425,0.686,1,2,201318.28,673
A100468,50,105606.57,8800.55,2.93,22.52,0.163,0.354,8,3,3,577119.81,60,0,0,3846.5,22279.45,5838.2,0,12183.26,215887.9,0.129,0.229,-0.005,0.562,2,2,110765.97,585
A100469,36,44031.95,3669.33,1.83,24.66,0.525,0.469,7,2,1,280791.23,36,0,0,6043.68,3679.87,7308.64,0,22680.91,83059.98,0.381,0.535,0.081,0.54,1,2,91708.61,527
A100470,36,108546.94,9045.58,5.02,10.29,0.03,0.329,7,1,1,109286.32,84,0,0,8298.91,13683.81,5019.07,0,6696.53,122750.92,0.02,0.414,0.001,0.364,2,2,52642.75,744
A100471,39,164152.94,13679.41,2.54,20.6,0.496,0.213,6,2,1,176711.53,240,0,0,1375.29,20513.06,2711.2,4,23594.06,84993.74,0.455,0.379,0.322,0.637,1,2,197034.17,634
A100472,21,60780.6,5065.05,3.69,1.36,0.165,0.453,9,1,1,85284.07,360,0,0,1793.56,25308.48,7686.26,0,9305.56,733781.8,0.126,0.372,-0.098,0.538,1,2,280337.5,664
A100473,25,78960.03,6580,2.95,3.76,0.274,0.161,9,2,2,589927.8,24,0,0,13455.25,6348.54,3790.86,2,9908.74,120885.98,0.196,0.284,0.355,0.476,3,3,94576.84,535
A100474,57,85689.45,7140.79,5.92,35.07,0.364,0.473,8,1,0,99781.16,60,0,0,3822.12,4498.71,1543.27,4,54280.76,165146.83,0.237,0.67,0.164,0.615,3,2,185190.32,636
A100475,60,55199.68,4599.97,5.65,38.07,0.309,0.739,7,0,4,128118.07,60,0,0,3969.91,12655.05,11435.21,0,5961.07,86738.21,0.171,0.387,0.154,0.619,2,2,69472.33,610
A100476,39,121413.92,10117.83,3.49,19.84,0.242,0.331,8,0,2,112027.25,36,0,0,7425.74,114429.03,6185.67,2,25548.15,71436.52,0.182,0.224,0.11,0.325,4,3,104030,714
A100477,48,79529.64,6627.47,6.11,26.42,0.219,0.25,7,1,2,189654.4,60,0,0,4774.38,7052.21,4041.91,2,13530.64,34078.88,0.135,0.062,0.345,0.665,1,1,54514.68,723
A100478,45,107060.5,8921.71,9.05,23.38,0.278,0.18,11,1,2,438632.78,60,0,1,9078.17,51754.79,1094.32,3,5535.08,296000.79,0.241,0.344,0.081,0.485,1,2,161290.57,644
A100479,70,52171.2,4347.6,0.64,45,0.466,0.283,4,1,1,575966.93,180,0,1,6239.53,78048.34,2301.83,1,2941.4,219658.51,0.365,0.259,-0.008,0.515,1,1,122562.29,559
A100480,54,66823.12,5568.59,2.83,30.62,0.39,0.319,8,1,4,138879.88,360,0,0,7619.3,16744.26,27682.12,0,3740.06,83888.92,0.378,0.138,0.214,0.263,1,2,81502.49,659
A100481,41,126464.42,10538.7,2.12,18.95,0.136,0.654,9,2,3,230171.62,72,0,0,3707.34,8107.1,1157.86,3,23530.52,48918.1,0.109,0.172,0.105,0.269,1,2,75255.38,622
A100482,31,69240.99,5770.08,2.65,8.23,0.582,0.45,6,2,1,189842.61,240,0,0,7588.83,26719.89,3588.96,1,39309.42,129333.98,0.403,0.533,0.473,0.238,2,2,148289.97,552
A100483,24,219747.99,18312.33,0.52,3.99,0.1,0.539,11,2,3,95098.27,36,0,0,15734.78,19444.79,4434.32,0,9727.42,70284.64,0.055,0.362,0.284,0.931,1,2,83613.77,767
A100484,44,68227.75,5685.65,0.61,21.9,0.513,0.254,7,4,2,850000,360,0,0,4127.22,6776.66,6004.48,1,10170.83,90074.95,0.45,0.278,0.182,0.908,1,2,103826.66,407
A100485,34,96180.62,8015.05,0.23,20.68,0.399,0.387,8,0,1,436483.5,36,0,0,13518.47,8279.53,1169.56,3,17412.88,35278.6,0.249,0.439,0.378,0.194,1,2,101025.87,605
A100486,26,141964.38,11830.37,3.02,6.16,0.103,0.453,9,0,3,203543.99,48,0,0,6237.34,25182.99,5263.71,0,9578.6,133732.69,0.075,0.143,-0.141,0.227,1,3,89863.67,776
A100487,35,38960.57,3246.71,2.96,14.8,0.49,0.055,8,0,5,503294.92,36,1,0,11697.64,40691.9,986.67,1,22919.08,136153.54,0.48,0.657,0.221,0.408,1,1,91648.77,482
A100488,30,32272.21,2689.35,9.84,8.2,0.405,0.068,6,1,4,395767.22,60,0,0,7205.32,11586.01,4912.4,1,11531.74,294633.13,0.346,0.396,0.138,0.699,1,3,127185.42,595
A100489,61,36728.03,3060.67,4.76,39.12,0.37,0.07,8,1,0,189837.17,120,0,0,6328.56,14931.23,2501.57,1,10098.98,96044.63,0.306,0.145,0.083,0.613,4,2,70707.59,672
A100490,52,170216.73,14184.73,6.01,26.18,0.176,0.311,6,1,1,222479.11,360,0,0,8598.48,31225.26,2064.31,2,4967.39,81473.2,0.157,0.134,0.069,0.89,1,1,89052.35,798
A100491,42,62748.16,5229.01,29.21,24.45,0.305,0.561,7,0,1,480986.33,360,0,0,17161.7,13465.11,9539.23,3,4029.92,27096.26,0.271,0.491,0.32,0.445,3,1,58799.66,637
A100492,58,320000,26666.67,0.64,33.12,0.179,0.199,11,0,3,97315.38,60,0,0,7851.31,11861.07,3640.18,2,613.85,296291.93,0.174,0.802,-0.215,0.375,1,1,187901.05,850
A100493,43,62322.04,5193.5,11.65,12.99,0.329,0.149,6,0,1,534245.68,180,0,0,9531.74,7517.61,6892.38,0,25693.14,245677.86,0.233,0.668,0.205,0.51,1,3,153143.31,635
A100494,33,94080.85,7840.07,4.2,12.95,0.122,0.261,5,2,3,155498.13,180,0,0,4840.48,7388.35,7100.9,0,7945.52,112882.22,0.09,0.367,-0.138,0.469,1,1,67305.85,743
A100495,59,198504.49,16542.04,3.2,34.07,0.614,0.332,7,1,3,484926.21,360,0,1,22839.95,230781.52,14112.14,0,6403.77,33253.91,0.411,0.509,0.076,0.495,2,1,283991.7,615
A100496,48,256211.26,21350.94,2.86,20.27,0.312,0.224,11,1,1,179389.53,240,0,0,10848.99,13149.54,1516.86,3,1713.05,36870.29,0.242,0.171,0.111,0.519,4,2,101260.81,751
A100497,31,264139.72,22011.64,5.38,3.38,0.243,0.16,6,1,1,224169.15,180,0,0,6916.91,62655.22,10290.19,2,5223.3,67227.68,0.186,0.651,0.411,0.882,1,1,141635.73,815
A100498,40,165215.83,13767.99,3.22,19.17,0.389,0.146,7,0,1,176030.35,240,0,0,5892.49,86192.4,4567.17,5,4670.62,262219.91,0.222,0.18,0.024,0.522,1,2,231757.88,742
A100499,32,149289.24,12440.77,1.79,5.67,0.607,0.824,7,0,4,127390.67,240,0,0,14212.6,13316.53,3201.97,0,4579.86,142848.44,0.426,0.674,0.13,0.309,1,1,197100.43,577
A100500,27,117747.33,9812.28,2.94,1.56,0.189,0.109,6,0,1,151021.34,36,0,0,4002.18,23127.41,1599.6,3,11942.88,28687.43,0.18,0.785,-0.101,0.448,1,3,62610.52,722
A100501,52,130418.67,10868.22,5.48,25.18,0.437,0.479,5,1,3,441147.49,48,0,0,1561.27,17726.62,7767.97,2,9985.52,158265.04,0.354,0.518,0.211,0.631,3,2,171859.9,561
A100502,63,62771.37,5230.95,6.68,38.24,0.326,0.774,8,1,4,39994.83,240,0,0,6887.59,3191.23,1962.22,3,2829.57,51689.18,0.283,0.562,-0.12,0.608,1,2,61241.73,652
A100503,27,54197.88,4516.49,12.37,1,0.276,0.596,9,1,1,80449.45,360,0,0,16840.82,3389.27,7171.42,0,2986.37,68750.87,0.211,0.555,-0.2,0.598,1,2,49000.93,709
A100504,48,84842.39,7070.2,4.63,26.91,0.036,0.149,9,0,2,112325.43,60,0,0,23216.17,16800.98,25511.39,2,2981.71,263761.31,0.02,0.59,-0.152,0.194,4,1,100373.27,824
A100505,35,77404.87,6450.41,9.38,14.84,0.37,0.704,4,2,0,89302.79,360,0,0,5965.35,10461.22,10870.54,1,41937.14,219079.36,0.283,0.708,0.069,0.219,1,3,176484.82,603
A100506,37,66246.05,5520.5,3.79,23.72,0.44,0.12,8,1,0,480315.7,48,0,0,6730.65,106077.4,15742.57,4,32009.69,294203.08,0.398,0.228,0.078,0.476,2,1,196441.91,579
A100507,35,124669.27,10389.11,4.15,14.69,0.524,0.247,7,0,2,407665.46,72,0,0,9849.56,12629.25,2356.02,1,4361.3,107733.46,0.334,0.31,0.324,0.58,2,1,166924.48,592
A100508,32,143749.06,11979.09,4,11.24,0.443,0.324,11,2,1,264483.15,60,0,0,5261.01,112563.52,8940.01,2,1677.19,243520.83,0.385,0.078,0.394,0.35,1,1,197017.03,678
A100509,43,89235.15,7436.26,5,28.21,0.258,0.159,7,1,2,118912.06,360,1,0,9824.97,9936.33,1606.86,1,10034.83,64907.15,0.148,0.678,0.39,0.769,1,2,76037.72,660
A100510,33,191577.57,15964.8,7.43,10.82,0.161,0.389,6,0,3,428692.79,60,0,0,6070.74,108287.44,3647.14,0,9366.35,87240.71,0.126,0.372,0.327,0.597,1,1,105955.78,723
A100511,45,45364.15,3780.35,3.13,18.71,0.041,0.213,5,4,0,64114.62,84,0,0,14598.18,26549.56,21568.25,1,11782.37,82007.97,0.035,0.565,0.494,0.407,4,2,44062.18,730
A100512,41,76411.91,6367.66,2.21,22.65,0.452,0.792,7,1,1,724328.9,48,0,0,11590.51,28103.12,2603.92,1,16901.33,112388.19,0.336,0.348,0.202,0.95,3,3,105897.88,453
A100513,39,57305.64,4775.47,7.8,9.51,0.357,0.322,8,0,0,115347.29,120,0,0,12428.4,9591,12234.97,1,13212.63,34557.98,0.385,0.148,0.205,0.416,1,2,55142.39,731
A100514,32,30449.09,2537.42,7.46,8.52,0.293,0.565,7,0,3,151810.64,360,0,0,5515.42,28488.65,11225.18,0,3484.24,89835.12,0.212,0.579,0.449,0.434,2,1,51566.46,642
A100515,36,81221.25,6768.44,10.28,10.62,0.162,0.756,13,1,3,136167.17,60,0,0,30342.34,86947.3,11838.35,1,11555.48,406251.3,0.115,0.706,-0.081,0.425,2,2,170481.94,670
A100516,50,79494.68,6624.56,2.79,28.2,0.074,0.457,7,2,1,89607.32,360,0,0,9572.86,13842.74,1438.75,1,18596.52,41149.22,0.06,0.067,0.289,0.508,1,3,45518.34,738
A100517,48,195399.98,16283.33,3.69,29.56,0.638,0.784,8,1,2,629093.81,360,0,0,7921.95,11395.2,7219.3,1,4863.82,33251.21,0.44,0.302,0.112,0.307,1,1,206664.05,496
A100518,31,120252.98,10021.08,7.98,6.83,0.573,0.561,8,0,1,300587.34,24,0,0,3536.18,12501.22,3908.44,0,11613.72,35753.95,0.348,0.226,0.36,0.633,2,1,123651.83,577
A100519,43,48392.68,4032.72,3.1,17.96,0.649,0.471,4,1,1,396633.51,360,0,1,6014.33,80858.47,11985.82,1,5625.79,950000,0.421,0.633,0.333,0.658,1,1,414825.51,437
A100520,50,235662.85,19638.57,6.51,28.69,0.615,0.34,8,2,3,81253.33,60,0,0,7122.84,37635.21,1014.68,2,49105.39,167142.57,0.535,0.388,0.09,0.62,3,2,349627.78,699
A100521,24,166370.93,13864.24,3.8,1,0.299,0.104,8,1,8,202464.88,36,0,0,3461.36,68051.77,6265.68,2,2913.69,86249.26,0.222,0.225,-0.097,0.418,2,2,129922.2,653
A100522,48,117073.86,9756.15,5.36,26.03,0.173,0.329,6,0,2,252554.1,180,0,0,5144.6,21893.97,5516.89,1,24041.49,116975.99,0.171,0.218,0.363,0.419,1,2,106746.04,728
A100523,35,75044.78,6253.73,1.76,15.6,0.24,0.183,13,0,2,214637.08,240,0,0,5692.57,16641.64,750.49,0,2175.01,135010.94,0.175,0.631,0.035,0.61,3,1,91948.01,709
A100524,48,50147.05,4178.92,4.59,24.69,0.173,0.624,11,0,2,84666,60,0,0,6797.39,24447.62,2028.3,1,41318.87,61810.63,0.15,0.086,0.142,0.539,1,2,77230.49,728
A100525,34,69264.85,5772.07,8.94,14.82,0.194,0.195,14,0,3,362140.36,24,0,0,1586.67,46653.47,866.7,0,3410.67,69060.66,0.163,0.623,-0.081,0.356,3,2,53271.48,722
A100526,22,154696.17,12891.35,7.05,1,0.382,0.396,11,1,2,194798.25,360,0,0,5833.32,12496.77,2340.48,2,10574.5,95446.47,0.277,0.261,0.055,0.136,1,2,150775.9,678
A100527,24,239648.61,19970.72,2.1,1,0.144,0.525,6,1,0,96759.67,240,0,0,4806.29,62882.36,7377.04,2,2253.33,57294.28,0.097,0.383,0.303,0.429,2,1,115373.44,742
A100528,43,198628.29,16552.36,11.78,16.6,0.331,0.176,10,0,1,53895.34,60,0,0,6392.3,23067.37,5365.05,0,2856.91,76956.41,0.19,0.266,0.189,0.594,3,1,104955.65,850
A100529,45,64960.8,5413.4,8.61,23.74,0.107,0.382,14,0,2,267011.06,84,0,0,14880.08,1442.4,5241.13,0,19303.95,151148.5,0.09,0.573,-0.015,0.589,1,1,84616.73,737
