transaction_id,transaction_datetime,account_id,customer_id,bank_name,channel,transaction_type,amount_inr,merchant_category,sender_geography,receiver_geography,device_type,ip_address,kyc_status,account_age_days,previous_fraud_flag,velocity_last_1hr,geo_distance_km,behavioural_deviation_score,risk_score,risk_tier,alerts_triggered,num_alerts,txn_monitoring_agent_flag,behavioural_agent_flag,identity_verified,graph_network_agent_flag,case_escalated,account_frozen,sar_required,sar_status,resolution_time_hrs,fraud_confirmed,fraud_type
TXN0E82DA6F90F5,2024-09-11 23:33:43,ACC766563,CUST77839,PNB,Mobile Banking,Transfer,140998.71,Foreign Exchange,Lucknow,Kolkata,ATM Terminal,78.228.93.29,Verified,85,0,2,47.9,0.3496,0.3331,Medium,Structuring,1,1,0,1,0,0,0,0,Not Required,19.86,0,None
TXN70F0468222E3,2025-11-03 05:34:48,ACC838797,CUST52487,SBI,POS,Refund,98991.25,Entertainment,Hong Kong,Bangalore,ATM Terminal,210.59.154.199,Expired,904,0,18,3690.2,0.9081,0.6604,High,New Beneficiary,1,1,1,0,0,1,1,1,Pending,1.66,1,Account Takeover
TXN9E03D4EE1F4F,2024-07-26 05:28:07,ACC539898,CUST17592,IndusInd Bank,IMPS,Withdrawal,198546.69,Electronics,Chennai,Pune,Unknown,72.90.221.228,Rejected,28,0,10,13110.6,0.9735,0.9007,Critical,Velocity Check; Geo Anomaly; New Beneficiary; Multiple Failures,4,1,1,0,1,1,0,1,Filed,16.8,1,Structuring
TXN27AFB1DFCC3E,2024-10-29 22:37:06,ACC717889,CUST17989,HDFC Bank,NEFT,Refund,61069.97,Healthcare,Chennai,Ahmedabad,Mobile,29.142.31.166,Verified,3156,0,4,186.5,0.0283,0.4389,Medium,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,24.11,0,None
TXN78911DE34F73,2025-11-26 02:24:12,ACC944962,CUST63269,SBI,Mobile Banking,Refund,756539.79,Fuel,Pune,Ahmedabad,Unknown,217.99.61.109,Verified,958,0,17,8171.8,0.851,0.7247,High,Large Transaction,1,1,1,1,1,1,1,1,Pending,0.76,1,Identity Theft
TXNCF1E28BAE7F7,2023-02-11 14:45:56,ACC738720,CUST58944,Axis Bank,Mobile Banking,Payment,94712.03,Crypto Exchange,Ahmedabad,USA,Desktop,89.65.191.248,Expired,1472,0,2,29.7,0.0678,0.3181,Medium,None,0,0,0,1,1,0,0,0,Not Required,17.11,0,None
TXN66FF98E339DD,2023-09-28 18:36:40,ACC634277,CUST30635,IndusInd Bank,UPI,Transfer,127944.33,Healthcare,Singapore,Singapore,Desktop,201.181.115.34,Verified,1763,0,5,70.0,0.0156,0.2108,Low,Geo Anomaly,1,1,0,1,0,0,0,0,Not Required,40.14,0,None
TXN6E23F94CD3B1,2025-08-01 03:36:25,ACC452944,CUST54473,IndusInd Bank,RTGS,Debit,101319.06,Foreign Exchange,Chennai,Kolkata,Mobile,26.7.251.32,Pending,12,0,10,10738.3,0.9855,0.8272,Critical,Multiple Failures; AML Flag,2,1,1,1,0,1,0,1,Under Review,15.22,1,Insider Fraud
TXNB629B856CB99,2023-11-22 22:39:48,ACC717889,CUST65461,SBI,ATM,Refund,21331.0,Fuel,Bangalore,Hong Kong,Unknown,131.8.54.194,Expired,1226,0,3,112.0,0.3017,0.3584,Medium,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,51.93,0,None
TXN86483FB46AF0,2023-03-30 19:04:33,ACC270555,CUST34931,IndusInd Bank,NEFT,Credit,133275.33,Online Gaming,Pune,Chennai,Tablet,168.25.199.63,Pending,3570,0,1,171.0,0.0516,0.0438,Low,None,0,0,0,1,1,0,0,0,Not Required,49.54,0,None
TXNC65645969D90,2025-01-24 07:14:36,ACC581741,CUST49117,IndusInd Bank,Wire Transfer,Credit,83877.69,Online Gaming,Hyderabad,USA,Mobile,168.165.76.4,Verified,930,0,4,132.2,0.2289,0.2133,Low,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,17.28,0,None
TXN5D835E4F2D7E,2024-05-02 12:27:59,ACC779514,CUST24662,ICICI Bank,POS,Withdrawal,54293.67,Groceries,Hyderabad,Lucknow,Mobile,205.89.34.95,Verified,1783,0,1,113.2,0.4132,0.1872,Low,Geo Anomaly,1,1,0,1,1,0,0,0,Not Required,20.28,0,None
TXN4F539076C471,2023-11-25 14:02:08,ACC835911,CUST86569,ICICI Bank,Wire Transfer,Withdrawal,74548.01,Entertainment,USA,Bangalore,Mobile,123.0.70.5,Verified,721,0,1,14.2,0.3901,0.3033,Medium,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,52.76,0,None
TXN5094903603FB,2025-06-06 21:48:33,ACC198246,CUST39451,Axis Bank,ATM,Refund,499255.15,Retail,Lucknow,Dubai,ATM Terminal,104.18.242.56,Verified,16,0,9,6848.8,0.7558,0.8959,Critical,Geo Anomaly; Device Mismatch,2,1,1,1,1,1,1,1,Under Review,0.77,1,Wire Fraud
TXN18BF13BEBC19,2025-12-20 17:53:56,ACC112038,CUST81066,HDFC Bank,POS,Credit,90432.42,Electronics,Dubai,USA,ATM Terminal,85.158.96.8,Expired,2782,0,2,24.9,0.0206,0.0921,Low,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,25.99,0,None
TXN8C1C63BF81A0,2024-02-27 23:36:41,ACC430776,CUST22899,IndusInd Bank,POS,Payment,68468.61,Real Estate,Hong Kong,Hyderabad,ATM Terminal,2.25.0.36,Pending,2328,0,3,61.8,0.2994,0.2672,Low,Night Transaction,1,1,0,1,1,0,0,0,Not Required,22.14,0,None
TXNA585E3D21F36,2024-10-14 02:53:24,ACC403445,CUST84364,SBI,ATM,Withdrawal,52199.05,Unknown Vendor,Singapore,Mumbai,Tablet,220.169.16.6,Pending,1030,0,2,94.1,0.0169,0.3978,Medium,Round Amount,1,1,0,1,0,0,0,0,Not Required,41.12,0,None
TXN00569CB00D94,2023-06-20 17:44:24,ACC684004,CUST17592,Axis Bank,Wire Transfer,Credit,104422.22,Jewellery,Chennai,Pune,Desktop,13.189.238.185,Verified,764,0,1,32.3,0.0725,0.2678,Low,Round Amount,1,1,0,1,0,0,0,0,Not Required,31.29,0,None
TXN670A6B5045B2,2024-03-26 11:16:15,ACC183667,CUST76562,Kotak Mahindra,IMPS,Payment,83982.71,Online Gaming,Lucknow,USA,Tablet,157.201.178.237,Verified,1725,0,3,194.5,0.3392,0.4161,Medium,Large Transaction,1,1,0,1,0,0,0,0,Not Required,53.92,0,None
TXN70C0A8F794AE,2025-08-08 16:31:06,ACC198246,CUST85525,HDFC Bank,Net Banking,Withdrawal,139207.65,Jewellery,Lucknow,Chennai,POS Terminal,63.132.141.149,Pending,1197,0,5,176.2,0.3947,0.1334,Low,None,0,0,0,1,0,0,0,0,Not Required,11.37,0,None
TXN09965313FD5B,2023-07-19 07:30:31,ACC321231,CUST65296,IndusInd Bank,RTGS,Refund,32857.09,Unknown Vendor,Lucknow,Dubai,POS Terminal,165.138.51.64,Verified,454,0,5,89.1,0.0275,0.0945,Low,None,0,0,0,1,1,0,0,0,Not Required,55.08,0,None
TXN791A4BEA6B1C,2023-10-27 08:59:16,ACC322955,CUST65519,Axis Bank,POS,Refund,117676.91,Crypto Exchange,Pune,Pune,ATM Terminal,205.67.64.10,Verified,71,0,3,55.6,0.1948,0.1509,Low,None,0,0,0,1,0,0,0,0,Not Required,11.54,0,None
TXN3E002FDECB50,2024-07-06 16:07:22,ACC246316,CUST89507,PNB,Net Banking,Credit,17308.33,Foreign Exchange,Singapore,UK,ATM Terminal,86.201.182.136,Expired,1634,0,3,116.5,0.2826,0.381,Medium,None,0,0,0,1,0,0,0,0,Not Required,40.43,0,None
TXN05AE997E6B1D,2025-08-04 19:12:30,ACC343962,CUST81066,SBI,ATM,Debit,105901.86,Travel,Jaipur,Hyderabad,Desktop,67.167.203.100,Verified,376,0,2,186.9,0.2478,0.0407,Low,None,0,0,0,1,0,0,0,0,Not Required,22.06,0,None
TXN927044918610,2025-11-07 23:19:00,ACC864544,CUST36365,HDFC Bank,Mobile Banking,Debit,37374.29,Online Gaming,Hyderabad,Ahmedabad,Tablet,47.135.208.54,Verified,106,0,4,142.8,0.1871,0.3988,Medium,Large Transaction,1,1,0,1,1,0,0,0,Not Required,56.48,0,None
TXN782C046FFDFB,2023-08-07 19:57:02,ACC725380,CUST41850,PNB,POS,Withdrawal,49305.98,Foreign Exchange,USA,Dubai,Mobile,166.249.224.228,Expired,9,1,11,12701.3,0.6234,0.6614,High,Structuring,1,1,1,1,1,1,0,1,Pending,68.05,1,Synthetic Identity
TXN961342AA4B20,2024-06-07 03:50:53,ACC900581,CUST82132,IndusInd Bank,Mobile Banking,Credit,20108.14,Restaurants,Bangalore,Lucknow,Desktop,3.69.8.35,Verified,1673,0,2,40.9,0.0045,0.0694,Low,None,0,0,0,1,0,0,0,0,Not Required,19.01,0,None
TXN2D4736AF1540,2023-07-10 20:23:37,ACC407757,CUST84085,Kotak Mahindra,NEFT,Withdrawal,139928.92,Healthcare,Mumbai,Ahmedabad,ATM Terminal,37.244.177.193,Verified,1050,0,2,55.6,0.1666,0.0441,Low,None,0,0,0,1,0,0,0,0,Not Required,65.63,0,None
TXN632F44767EEE,2023-02-15 02:48:57,ACC391369,CUST10942,Yes Bank,ATM,Transfer,137693.18,Crypto Exchange,USA,Bangalore,Mobile,33.151.234.18,Expired,3345,0,1,90.8,0.0734,0.1303,Low,None,0,0,0,1,0,0,0,0,Not Required,21.78,0,None
TXNB4F1D29F01F7,2024-02-07 06:06:48,ACC772097,CUST68800,Yes Bank,IMPS,Withdrawal,1697054.68,Crypto Exchange,Ahmedabad,Dubai,Unknown,177.253.164.212,Expired,2578,0,17,5716.5,0.8166,0.8847,Critical,Structuring; Velocity Check,2,1,1,0,0,1,1,1,Filed,0.44,1,Wire Fraud
TXNDA57C6366F2A,2024-06-17 04:59:36,ACC711878,CUST86503,ICICI Bank,NEFT,Withdrawal,80113.09,Foreign Exchange,Singapore,Hyderabad,POS Terminal,186.75.126.125,Verified,2599,0,4,114.7,0.4232,0.4016,Medium,None,0,0,0,1,0,0,0,0,Not Required,10.23,0,None
TXNAA6FE0053307,2024-12-12 07:21:42,ACC539898,CUST47388,Kotak Mahindra,IMPS,Debit,104563.67,Restaurants,Singapore,Jaipur,ATM Terminal,207.25.37.117,Verified,3564,0,1,159.6,0.4196,0.2973,Low,Structuring,1,1,0,1,0,0,0,0,Not Required,8.35,0,None
TXN4F22710BA439,2024-05-09 12:33:15,ACC325772,CUST75909,PNB,Net Banking,Withdrawal,25982.26,Electronics,Bangalore,Hong Kong,ATM Terminal,243.198.130.64,Verified,2313,0,2,4.3,0.3857,0.1044,Low,Device Mismatch,1,1,0,1,0,0,0,0,Not Required,27.67,0,None
TXNB52C14A344FC,2025-07-07 05:54:08,ACC112038,CUST14117,IndusInd Bank,NEFT,Credit,29375.28,Unknown Vendor,Singapore,Mumbai,Unknown,139.100.103.250,Verified,1235,0,1,60.9,0.3783,0.2546,Low,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,1.83,0,None
TXNFE2A83470328,2024-08-04 06:51:08,ACC456778,CUST93748,PNB,NEFT,Payment,9071.3,Real Estate,USA,UK,Tablet,49.229.254.66,Pending,21,0,18,3881.0,0.674,0.9585,Critical,AML Flag; Round Amount,2,1,1,0,1,1,0,1,Pending,11.91,1,Wire Fraud
TXND07F2B77CA4E,2025-04-23 02:42:00,ACC279451,CUST65519,SBI,Net Banking,Credit,98111.11,Foreign Exchange,Pune,Lucknow,Unknown,238.80.77.152,Expired,11,0,15,5079.2,0.8659,0.9026,Critical,Large Transaction; Velocity Check; Device Mismatch; Structuring,4,1,1,0,1,1,0,1,Filed,46.85,1,Money Mule
TXNFBDBCCCC2F39,2025-10-28 14:42:29,ACC456699,CUST80678,Axis Bank,Mobile Banking,Debit,56609.78,Retail,Pune,Dubai,Tablet,160.13.173.25,Verified,868,0,2,130.9,0.3421,0.0374,Low,None,0,0,0,1,0,0,0,0,Not Required,41.75,0,None
TXN5A0B3472B71A,2025-09-24 21:08:53,ACC832052,CUST24662,ICICI Bank,Net Banking,Credit,22860.82,Online Gaming,UK,Bangalore,Mobile,96.151.57.183,Verified,2234,0,4,108.7,0.2411,0.4463,Medium,None,0,0,0,1,0,0,0,0,Not Required,64.45,0,None
TXN356F039513D3,2024-05-22 12:52:42,ACC835392,CUST47388,Kotak Mahindra,POS,Payment,8867.3,Entertainment,Hyderabad,Hyderabad,Desktop,215.0.21.204,Pending,757,0,5,96.1,0.3744,0.2639,Low,New Beneficiary,1,1,0,1,1,0,0,0,Not Required,46.28,0,None
TXN535402FDB968,2023-07-04 11:23:37,ACC279451,CUST71953,Kotak Mahindra,NEFT,Refund,32734.96,Fuel,Dubai,Bangalore,Mobile,157.72.223.208,Verified,763,0,2,36.6,0.1375,0.0475,Low,None,0,0,0,1,0,0,0,0,Not Required,12.58,0,None
TXNA782FDF6AD53,2025-01-24 08:23:19,ACC835392,CUST97684,HDFC Bank,IMPS,Payment,129294.66,Foreign Exchange,UK,Delhi,Mobile,121.228.78.212,Pending,2438,0,5,19.3,0.0724,0.3403,Medium,AML Flag,1,1,0,1,0,0,0,0,Not Required,53.21,0,None
TXNB03D7DB33283,2024-09-28 15:14:49,ACC771088,CUST34050,PNB,UPI,Refund,100824.92,Crypto Exchange,Mumbai,Mumbai,Tablet,240.100.82.139,Expired,13,1,15,9661.2,0.7307,0.6418,High,Velocity Check,1,1,1,1,0,1,0,1,Pending,49.93,1,Money Mule
TXN7DB3F3A3DF74,2025-10-22 06:00:54,ACC892495,CUST98039,Axis Bank,UPI,Debit,59776.33,Utilities,Singapore,Kolkata,Desktop,211.234.223.239,Verified,3543,0,2,168.8,0.4468,0.1089,Low,None,0,0,0,1,1,0,0,0,Not Required,48.8,0,None
TXN890888A3FD8A,2023-05-10 09:42:56,ACC944151,CUST80292,Axis Bank,IMPS,Transfer,17195.3,Real Estate,Dubai,Jaipur,ATM Terminal,46.203.232.27,Verified,1807,0,1,194.6,0.0854,0.3254,Medium,Geo Anomaly,1,1,0,1,0,0,0,0,Not Required,15.28,0,None
TXNB922F6871623,2025-11-11 12:15:41,ACC267414,CUST73699,SBI,IMPS,Payment,145625.39,Crypto Exchange,Pune,Hong Kong,Desktop,119.32.244.84,Verified,1693,0,4,19.0,0.0196,0.3649,Medium,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,59.61,0,None
TXN02A9B580680C,2023-06-06 01:05:25,ACC581141,CUST44760,SBI,POS,Credit,1318105.84,Foreign Exchange,Ahmedabad,Lucknow,ATM Terminal,245.209.59.118,Verified,19,0,16,10080.7,0.6713,0.9802,Critical,Multiple Failures; Structuring,2,1,1,1,1,1,0,1,Under Review,38.9,1,Identity Theft
TXNA7100687BCFD,2023-05-27 08:03:36,ACC270555,CUST17989,IndusInd Bank,Mobile Banking,Transfer,30700.59,Utilities,Lucknow,Jaipur,POS Terminal,145.83.175.84,Verified,2497,0,1,152.8,0.3322,0.4212,Medium,Night Transaction,1,1,0,1,0,0,0,0,Not Required,32.6,0,None
TXNC4F6844E8E91,2024-10-19 04:29:52,ACC149405,CUST68800,Yes Bank,POS,Debit,9573.52,Foreign Exchange,Kolkata,Ahmedabad,Mobile,144.1.234.79,Rejected,12,0,11,12139.6,0.9208,0.9888,Critical,Night Transaction; Structuring; Geo Anomaly,3,1,1,0,1,1,0,1,Pending,68.0,1,Card Fraud
TXN2B353D546B69,2025-04-13 07:44:21,ACC407757,CUST51104,SBI,IMPS,Debit,44015.8,Retail,Lucknow,Jaipur,Mobile,68.148.161.3,Expired,712,0,3,193.0,0.0532,0.4217,Medium,Velocity Check,1,1,0,1,0,0,0,0,Not Required,12.65,0,None
TXNE48FCD1F39AF,2024-09-13 17:05:16,ACC809570,CUST42591,Kotak Mahindra,POS,Payment,135269.6,Jewellery,Mumbai,UK,POS Terminal,46.138.129.92,Expired,457,0,1,111.3,0.2428,0.2589,Low,None,0,0,0,1,0,0,0,0,Not Required,24.42,0,None
TXNE6E5C013BEB0,2024-01-04 02:33:12,ACC249811,CUST34890,PNB,RTGS,Transfer,128206.11,Online Gaming,Delhi,Jaipur,Tablet,107.121.7.39,Pending,3258,0,1,0.1,0.0207,0.2283,Low,Velocity Check,1,1,0,1,1,0,0,0,Not Required,54.94,0,None
TXND441CF35E0A7,2024-07-06 20:34:36,ACC211579,CUST72493,Kotak Mahindra,ATM,Debit,9387.02,Unknown Vendor,Delhi,Jaipur,Tablet,197.98.224.251,Expired,2362,1,18,13233.7,0.9215,0.6425,High,Velocity Check; Geo Anomaly; New Beneficiary; Multiple Failures,4,1,1,0,0,1,1,1,Under Review,1.85,1,Money Mule
TXN5987DEFD1C23,2025-07-23 07:47:32,ACC182627,CUST31643,SBI,UPI,Withdrawal,41211.39,Utilities,Pune,Kolkata,POS Terminal,232.205.191.43,Verified,188,0,2,23.4,0.4096,0.3029,Medium,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,62.93,0,None
TXN25E3236E37CF,2023-10-14 04:50:44,ACC497887,CUST58944,Axis Bank,Mobile Banking,Debit,1286.37,Jewellery,Chennai,Chennai,Unknown,166.150.225.204,Verified,1089,0,4,180.2,0.1366,0.2041,Low,Structuring,1,1,0,1,0,0,0,0,Not Required,27.44,0,None
TXND4CE57A5E4B6,2023-05-30 17:38:19,ACC205907,CUST98039,PNB,ATM,Payment,46949.72,Restaurants,Ahmedabad,UK,Mobile,249.70.147.86,Verified,923,0,2,140.3,0.3878,0.2763,Low,None,0,0,0,1,0,0,0,0,Not Required,53.61,0,None
TXN9D3B2A0C0304,2023-04-16 14:49:50,ACC452944,CUST20322,ICICI Bank,RTGS,Credit,100533.23,Unknown Vendor,Ahmedabad,Ahmedabad,Desktop,109.138.126.159,Expired,2947,0,10,10378.4,0.7385,0.8951,Critical,Device Mismatch; AML Flag; Structuring,3,1,1,0,1,1,1,1,Under Review,0.8,1,Synthetic Identity
TXN0C46902C7771,2023-03-23 03:06:19,ACC719176,CUST96374,IndusInd Bank,IMPS,Refund,54554.59,Groceries,Lucknow,Delhi,Tablet,115.232.157.69,Pending,973,0,3,154.5,0.1339,0.4558,Medium,Large Transaction,1,1,0,1,0,0,0,0,Not Required,8.96,0,None
TXN706301A993D6,2025-12-27 00:40:46,ACC549245,CUST27342,IndusInd Bank,RTGS,Credit,9846.56,Travel,Lucknow,Chennai,Mobile,86.118.250.131,Verified,4,0,10,6693.3,0.615,0.8598,Critical,Geo Anomaly; AML Flag; Large Transaction; Multiple Failures,4,1,1,1,0,1,1,1,Filed,1.01,1,Structuring
TXN396422F5766B,2024-11-06 10:19:48,ACC838797,CUST48890,IndusInd Bank,Mobile Banking,Transfer,9482.97,Real Estate,Bangalore,Delhi,ATM Terminal,178.156.209.84,Verified,1371,0,4,162.4,0.3529,0.0415,Low,None,0,0,0,1,0,0,0,0,Not Required,26.29,0,None
TXNBE4476ED3B55,2025-02-10 09:14:55,ACC705397,CUST17944,PNB,Net Banking,Refund,66459.69,Utilities,Kolkata,Hong Kong,Desktop,152.203.33.253,Verified,949,0,4,27.3,0.2721,0.1305,Low,None,0,0,0,1,1,0,0,0,Not Required,45.67,0,None
TXN927D6A4BF6D2,2025-08-04 23:12:50,ACC766563,CUST52487,Kotak Mahindra,UPI,Refund,16913.61,Groceries,Jaipur,Lucknow,POS Terminal,88.245.116.148,Verified,2206,0,3,32.7,0.3169,0.2923,Low,None,0,0,0,1,1,0,0,0,Not Required,48.11,0,None
TXN270486C13768,2024-04-02 23:16:40,ACC391369,CUST25713,ICICI Bank,NEFT,Transfer,140688.66,Crypto Exchange,USA,Jaipur,Tablet,159.234.189.113,Verified,2328,0,3,127.0,0.257,0.4043,Medium,New Beneficiary,1,1,0,1,0,0,0,0,Not Required,68.13,0,None
TXN71053CE584CA,2023-08-11 20:32:51,ACC191161,CUST58944,Kotak Mahindra,Net Banking,Withdrawal,87612.67,Crypto Exchange,Singapore,Jaipur,POS Terminal,170.37.70.77,Expired,2243,0,5,181.5,0.2033,0.0552,Low,None,0,0,0,1,0,0,0,0,Not Required,66.76,0,None
TXNF148BC6D798B,2023-06-03 14:34:14,ACC969693,CUST22363,Axis Bank,POS,Credit,74501.33,Retail,UK,Bangalore,POS Terminal,101.53.42.47,Verified,2644,0,2,105.6,0.1538,0.2068,Low,None,0,0,0,1,0,0,0,0,Not Required,56.05,0,None
TXN0067286880BD,2023-05-04 22:39:05,ACC520651,CUST82845,Axis Bank,POS,Transfer,1802.34,Jewellery,UK,Mumbai,Unknown,204.85.53.114,Pending,2393,0,3,63.1,0.2521,0.2028,Low,None,0,0,0,1,1,0,0,0,Not Required,42.55,0,None
TXN04F7280ECB20,2025-09-02 13:41:27,ACC379946,CUST84364,SBI,Wire Transfer,Refund,80815.31,Entertainment,Mumbai,USA,Unknown,119.6.163.50,Verified,2787,0,1,24.4,0.1085,0.3413,Medium,Velocity Check,1,1,0,1,0,0,0,0,Not Required,18.65,0,None
TXN40380B3E7576,2023-07-28 18:50:11,ACC961722,CUST85525,Axis Bank,Wire Transfer,Transfer,36578.06,Electronics,Kolkata,Mumbai,POS Terminal,16.167.51.220,Expired,2967,0,1,56.7,0.0274,0.1283,Low,None,0,0,0,1,0,0,0,0,Not Required,51.74,0,None
TXN2D45BC123FA9,2025-04-04 18:29:29,ACC766563,CUST78522,Yes Bank,RTGS,Credit,113653.15,Retail,Bangalore,Hong Kong,ATM Terminal,21.111.178.131,Expired,1672,0,2,70.6,0.3593,0.046,Low,None,0,0,0,1,0,0,0,0,Not Required,45.49,0,None
TXNA91F4B404F7F,2023-05-21 08:24:06,ACC857168,CUST70637,HDFC Bank,Wire Transfer,Refund,67609.38,Travel,Chennai,Delhi,Unknown,86.197.192.62,Expired,2026,0,3,69.3,0.3947,0.1135,Low,None,0,0,0,1,0,0,0,0,Not Required,18.47,0,None
TXN1FBC5127E218,2025-01-02 12:09:56,ACC852787,CUST19305,ICICI Bank,RTGS,Credit,4323.14,Utilities,Bangalore,Jaipur,POS Terminal,108.193.209.2,Verified,1051,0,5,16.4,0.3633,0.1503,Low,Device Mismatch,1,1,0,1,1,0,0,0,Not Required,6.43,0,None
TXN3FF3E73B4DC9,2024-05-17 06:36:32,ACC220116,CUST80855,SBI,ATM,Transfer,130841.64,Entertainment,Dubai,Hong Kong,Tablet,105.135.21.250,Verified,539,0,2,133.9,0.2461,0.0782,Low,None,0,0,0,1,0,0,0,0,Not Required,1.59,0,None
TXNA9689C5FCB89,2023-07-28 15:50:46,ACC988662,CUST34050,SBI,IMPS,Debit,95100.63,Travel,Dubai,Hyderabad,ATM Terminal,30.117.162.204,Verified,118,0,1,83.7,0.181,0.3389,Medium,AML Flag,1,1,0,1,0,0,0,0,Not Required,41.45,0,None
TXN14AF5913E841,2025-08-11 07:07:48,ACC624902,CUST46500,ICICI Bank,IMPS,Withdrawal,40516.4,Foreign Exchange,Pune,USA,Tablet,29.121.168.138,Pending,586,0,4,53.2,0.0884,0.316,Medium,Geo Anomaly,1,1,0,1,1,0,0,0,Not Required,58.23,0,None
TXNED9B3F1280BB,2024-02-25 23:12:23,ACC854639,CUST62772,Kotak Mahindra,UPI,Credit,142071.94,Travel,Lucknow,Jaipur,POS Terminal,231.33.252.53,Expired,1954,0,5,44.5,0.1053,0.254,Low,Round Amount,1,1,0,1,1,0,0,0,Not Required,32.92,0,None
TXNF613A4EF4E65,2025-07-28 21:37:57,ACC905934,CUST93748,Kotak Mahindra,UPI,Payment,1895743.22,Unknown Vendor,Pune,Chennai,POS Terminal,212.214.11.48,Pending,12,1,7,10000.5,0.6682,0.99,Critical,Velocity Check; Structuring,2,1,1,1,0,1,1,1,Filed,0.11,1,Card Fraud
TXN891A4CBBF91A,2025-02-07 13:32:21,ACC719176,CUST86503,IndusInd Bank,POS,Debit,487209.86,Jewellery,Pune,USA,Desktop,216.38.30.160,Rejected,1297,1,19,908.3,0.8921,0.8132,Critical,Device Mismatch; Structuring,2,1,1,1,1,1,1,1,Filed,0.81,1,Identity Theft
TXNC7E6B2E1EF9E,2024-03-25 21:32:26,ACC106814,CUST77839,IndusInd Bank,UPI,Transfer,133522.08,Online Gaming,Dubai,Dubai,Desktop,45.214.51.28,Expired,3423,0,1,38.5,0.1722,0.2056,Low,None,0,0,0,1,1,0,0,0,Not Required,16.27,0,None
TXN6645FAC5B000,2024-11-27 22:54:52,ACC377746,CUST35112,HDFC Bank,Mobile Banking,Debit,1602264.85,Unknown Vendor,Mumbai,Lucknow,Tablet,200.121.200.229,Rejected,317,0,5,644.7,0.7859,0.912,Critical,Night Transaction; Multiple Failures,2,1,1,0,1,1,1,1,Pending,1.93,1,Account Takeover
TXN5AE898092096,2024-12-17 21:11:20,ACC733052,CUST76562,SBI,Net Banking,Credit,116825.98,Foreign Exchange,Dubai,Ahmedabad,Desktop,42.47.55.53,Expired,3360,0,1,148.6,0.2127,0.0725,Low,AML Flag,1,1,0,1,1,0,0,0,Not Required,36.19,0,None
TXN7D682CA37B6E,2024-03-09 22:05:35,ACC182627,CUST41850,Kotak Mahindra,NEFT,Debit,1225062.96,Utilities,Jaipur,USA,Mobile,122.3.232.66,Expired,2,0,14,12924.0,0.9723,0.7227,High,Large Transaction; Structuring,2,1,1,0,0,1,1,1,Filed,0.51,1,Synthetic Identity
TXN6DAA9238532C,2023-01-27 10:27:50,ACC106814,CUST87924,ICICI Bank,POS,Transfer,123511.6,Crypto Exchange,USA,UK,ATM Terminal,227.92.192.158,Verified,882,0,4,128.3,0.1589,0.0606,Low,None,0,0,0,1,0,0,0,0,Not Required,34.39,0,None
TXN8214F4BA9060,2025-05-15 13:35:59,ACC634277,CUST27342,PNB,UPI,Refund,40625.22,Fuel,Pune,UK,Unknown,92.179.57.98,Verified,568,0,1,115.0,0.0497,0.4307,Medium,None,0,0,0,1,0,0,0,0,Not Required,13.12,0,None
TXNBCE2A057C857,2024-03-19 13:32:42,ACC660086,CUST51467,Axis Bank,IMPS,Withdrawal,71897.53,Travel,Kolkata,USA,POS Terminal,173.215.64.55,Pending,1583,0,1,100.0,0.1212,0.2162,Low,None,0,0,0,1,0,0,0,0,Not Required,37.29,0,None
TXN3EA483CEE0ED,2023-05-18 14:09:25,ACC503457,CUST48890,SBI,Net Banking,Payment,73655.28,Groceries,Lucknow,UK,POS Terminal,34.43.223.77,Verified,236,0,5,186.7,0.3458,0.4452,Medium,AML Flag,1,1,0,1,0,0,0,0,Not Required,28.91,0,None
TXN01AA3E78C0BF,2024-03-08 19:03:13,ACC205907,CUST87128,Axis Bank,IMPS,Transfer,65613.24,Entertainment,Ahmedabad,Mumbai,POS Terminal,41.60.114.147,Expired,1710,0,4,37.5,0.3215,0.0442,Low,Structuring,1,1,0,1,0,0,0,0,Not Required,71.85,0,None
TXN39F8731A7651,2023-08-19 12:10:16,ACC520651,CUST96163,HDFC Bank,UPI,Transfer,49395.14,Unknown Vendor,Hong Kong,Chennai,Desktop,1.31.10.5,Expired,2155,0,3,148.8,0.4473,0.235,Low,Large Transaction,1,1,0,1,0,0,0,0,Not Required,44.47,0,None
TXN14F850E8BC26,2023-05-20 18:44:44,ACC883300,CUST85914,HDFC Bank,Net Banking,Transfer,60988.45,Electronics,Mumbai,Mumbai,POS Terminal,245.47.196.146,Verified,3390,0,2,137.1,0.0907,0.2164,Low,None,0,0,0,1,1,0,0,0,Not Required,53.54,0,None
TXN11AC1246F958,2024-04-11 08:19:32,ACC249811,CUST96374,ICICI Bank,IMPS,Debit,130003.46,Online Gaming,Jaipur,Kolkata,ATM Terminal,67.198.125.11,Verified,124,0,2,86.9,0.4006,0.3509,Medium,Large Transaction,1,1,0,1,0,0,0,0,Not Required,68.67,0,None
